,Scheme,Category,Type,Benchmark,Net_Asset_Value(Rs.),CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Min. Invest(Rs.),Exp. Ratio(%),SIP Min. Inv.(Rs.)
1940,ITI Overnight Fund-Reg(FN-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,001.83",-,3.30,-,"5,000.00",0.18,"1,000.00"
1941,ITI Overnight Fund-Reg(M-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,004.41",4.84,3.49,-,"5,000.00",0.18,"1,000.00"
1942,ITI Overnight Fund-Reg(A-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,059.47",4.83,1.43,-,"5,000.00",0.18,"1,000.00"
1943,Mirae Asset Overnight Fund-Reg(DD-IDCW), Debt - Overnight Fund, Open ended, Nifty 1D Rate Index," 1,000.00",5.00,3.75,-,"5,000.00",0.21,"1,000.00"
1944,Mirae Asset Overnight Fund-Reg(W-IDCW), Debt - Overnight Fund, Open ended, Nifty 1D Rate Index," 1,000.17",5.00,3.57,-,"5,000.00",0.21,"1,000.00"
1945,Mirae Asset Overnight Fund-Reg(M-IDCW), Debt - Overnight Fund, Open ended, Nifty 1D Rate Index," 1,003.90",5.00,3.73,-,"5,000.00",0.21,"1,000.00"
1946,Kotak Pioneer Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, N/A, 17.92,0.39,18.94,-,"5,000.00",2,"1,000.00"
1947,DSP Value Fund-Reg(G), Equity - Value Fund, Open ended, NIFTY500 Value 50 - TRI, 13.51,4.10,-,-,"1,000.00",1.69,"1,000.00"
1948,Union Large & Midcap Fund-Reg(G), Equity - Large & Mid Cap Fund, Open ended, S&P BSE 250 LargeMidCap Index - TRI, 16.36,0.80,15.62,-,"1,000.00",2.61,"1,000.00"
1949,Union Large & Midcap Fund-Reg(IDCW), Equity - Large & Mid Cap Fund, Open ended, S&P BSE 250 LargeMidCap Index - TRI, 16.36,0.80,15.62,-,"1,000.00",2.61,"1,000.00"
1950,Union Midcap Fund-Reg(G), Equity - Mid Cap Fund, Open ended, S&P BSE 150 MidCap - TRI, 27.15,0.71,-,-,"1,000.00",2.51,"1,000.00"
1951,Axis Special Situations Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI, 11.77,-6.30,-,-,"1,000.00",2.11,"1,000.00"
1952,Invesco India Overnight Fund-Reg(G), Debt - Overnight Fund, Open ended, Nifty 1D Rate Index," 1,122.19",4.98,3.73,-,"1,000.00",Nil,N/A
1953,Tata Focused Equity Fund-Reg(IDCW), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 15.39,2.60,14.77,-,"5,000.00",1.99,"1,000.00"
1954,HSBC Ultra Short Duration Fund-Reg(G), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,144.12",5.90,4.88,4.47,"5,000.00",0.48,"1,000.00"
1955,Axis Quant Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, S&P BSE 200 - TRI, 10.90,0.74,-,-,"1,000.00",2.14,"1,000.00"
1956,LIC MF Ultra Short Term Fund-Reg(DD-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 1,065.62",5.36,4.52,4.08,"5,000.00",0.4,"1,000.00"
1957,LIC MF Ultra Short Term Fund-Reg(W-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 1,030.48",5.36,4.53,3.88,"5,000.00",0.4,"1,000.00"
1958,LIC MF Ultra Short Term Fund-Reg(M-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index," 1,135.49",5.36,4.52,3.87,"5,000.00",0.4,"1,000.00"
1959,Axis Retirement Savings Fund-Aggressive Plan-Reg(IDCW), Solution Oriented - Retirement Fund, Open ended, NIFTY 50 Hybrid Composite Debt 70:30 Index, 12.44,-4.32,5.80,-,"5,000.00",2.29,"1,000.00"
1960,Axis Retirement Savings Fund-Dynamic Plan-Reg(IDCW), Solution Oriented - Retirement Fund, Open ended, NIFTY 50 Hybrid Composite Debt 65:35 Index, 12.83,-3.90,7.46,-,"5,000.00",2.35,"1,000.00"
1961,Axis Retirement Savings Fund-Conservative Plan-Reg(IDCW), Solution Oriented - Retirement Fund, Open ended, NIFTY 50 Hybrid Short Duration Debt 25:75 Index, 12.26,-2.50,5.66,-,"5,000.00",2.09,"1,000.00"
1962,Mahindra Manulife Top 250 Nivesh Yojana-Reg(IDCW), Equity - Large & Mid Cap Fund, Open ended, NIFTY LargeMidcap 250 - TRI, 15.39,-0.05,18.29,-,"1,000.00",2.34,"1,000.00"
1963,ITI Balanced Advantage Fund-Reg(G), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 10.68,-2.12,1.66,-,"5,000.00",2.35,"1,000.00"
1964,ITI Balanced Advantage Fund-Reg(IDCW), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 10.68,-2.12,1.66,-,"5,000.00",2.35,"1,000.00"
1965,Motilal Oswal Nifty 50 Index Fund-Reg(G), Index Funds - Nifty, Open ended, NIFTY 50 - TRI, 14.98,4.51,14.90,-,"1,000.00",0.5,"1,000.00"
1966,Motilal Oswal Nifty Next 50 Index Fund-Reg(G), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI, 13.39,-6.61,9.84,-,"1,000.00",0.98,"1,000.00"
1967,Sundaram Large Cap Fund-Reg(G), Equity - Large Cap Fund, Open ended, NIFTY 100 - TRI, 15.20,3.53,-,-,"1,000.00",1.98,"1,000.00"
1968,ITI Banking & PSU Debt Fund-Reg(G), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index, 11.01,5.15,4.45,-,"5,000.00",0.7,"1,000.00"
1969,ITI Small Cap Fund-Reg(G), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI, 14.24,0.41,-,-,"5,000.00",2.36,"1,000.00"
1970,ITI Large Cap Fund-Reg(G), Equity - Large Cap Fund, Open ended, NIFTY 100 - TRI, 12.07,-1.09,-,-,"5,000.00",2.53,"1,000.00"
1971,JM Overnight Fund-Reg(DD-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,000.00",4.99,3.71,-,"5,000.00",0.14,"1,000.00"
1972,JM Overnight Fund-Reg(W-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,000.34",4.97,3.71,-,"5,000.00",0.14,"1,000.00"
1973,Aditya Birla SL PSU Equity Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, S&P BSE PSU - TRI, 14.67,15.64,19.70,-,"1,000.00",2.29,"1,000.00"
1974,BHARAT Bond FOF - April 2023 -Reg(G), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2023, 12.16,4.65,6.05,-,"1,000.00",0.06,"1,000.00"
1975,BHARAT Bond FOF - April 2023 -Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2023, 12.16,4.65,6.05,-,"1,000.00",0.06,"1,000.00"
1976,BHARAT Bond FOF - April 2030 -Reg(G), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2030, 12.36,3.57,6.40,-,"1,000.00",0.06,"1,000.00"
1977,BHARAT Bond FOF - April 2030 -Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2030, 12.36,3.57,6.40,-,"1,000.00",0.06,"1,000.00"
1978,Bank of India Overnight Fund-Reg(G), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,124.63",5.11,3.90,-,"5,000.00",Nil,N/A
1979,Kotak Nifty Next 50 Index Fund-Reg(G), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI, 11.04,-5.99,-,-,"5,000.00",0.83,"1,000.00"
1980,Tata Quant Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, S&P BSE 200 - TRI, 10.69,5.03,2.12,-,"5,000.00",2.31,"1,000.00"
1981,Tata Quant Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, S&P BSE 200 - TRI, 10.69,5.03,2.12,-,"5,000.00",2.31,"1,000.00"
1982,Invesco India Overnight Fund-Reg(DD-IDCW), Debt - Overnight Fund, Open ended, Nifty 1D Rate Index," 1,000.13",5.42,3.89,-,"1,000.00",Nil,N/A
1983,Invesco India Overnight Fund-Reg(W-IDCW), Debt - Overnight Fund, Open ended, Nifty 1D Rate Index," 1,000.51",5.02,3.72,-,"1,000.00",Nil,N/A
1984,Invesco India Overnight Fund-Reg(M-IDCW), Debt - Overnight Fund, Open ended, Nifty 1D Rate Index," 1,002.86",4.98,3.66,-,"1,000.00",Nil,N/A
1985,Axis All Seasons Debt FOFs-Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY Composite Debt Index, 11.93,3.78,5.59,-,"5,000.00",0.57,"1,000.00"
1986,Axis All Seasons Debt FOFs-Reg(M-IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY Composite Debt Index, 11.93,3.78,5.59,-,"5,000.00",0.57,"1,000.00"
1987,Axis All Seasons Debt FOFs-Reg(Q-IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY Composite Debt Index, 10.96,3.78,5.59,-,"5,000.00",0.57,"1,000.00"
1988,Axis All Seasons Debt FOFs-Reg(H-IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY Composite Debt Index, 12.09,3.81,8.25,-,"5,000.00",0.57,"1,000.00"
1989,Axis All Seasons Debt FOFs-Reg(A-IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY Composite Debt Index, 11.70,3.78,5.68,-,"5,000.00",0.57,"1,000.00"
1990,HSBC Ultra Short Duration Fund-Reg(DD-IDCW), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,031.73",5.86,4.86,4.41,"5,000.00",0.48,"1,000.00"
1991,HSBC Ultra Short Duration Fund-Reg(W-IDCW), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,041.66",5.90,4.88,4.37,"5,000.00",0.48,"1,000.00"
1992,HSBC Ultra Short Duration Fund-Reg(M-IDCW), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,031.00",5.90,4.88,4.44,"5,000.00",0.48,"1,000.00"
1993,ITI Small Cap Fund-Reg(IDCW), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI, 14.24,0.41,-,-,"5,000.00",2.36,"1,000.00"
1994,Axis ESG Equity Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI, 15.04,-3.25,14.16,-,"1,000.00",2.11,"1,000.00"
1995,Axis ESG Equity Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI, 13.85,-3.25,14.16,-,"1,000.00",2.11,"1,000.00"
1996,Nippon India Nifty Smallcap 250 Index Fund-Reg(G), Index Funds - Other, Open ended, Nifty Smallcap 250 - TRI, 18.01,-3.24,-,-,"1,000.00",1.04,"1,000.00"
1997,UTI Small Cap Fund-Reg(G), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI, 15.44,2.38,-,-,"5,000.00",2.27,"1,000.00"
1998,Union Hybrid Equity Fund-Reg(G), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 12.56,1.13,-,-,"1,000.00",2.53,"1,000.00"
1999,IDFC Emerging Businesses Fund-Reg(IDCW), Equity - Small cap Fund, Open ended, S&P BSE 250 Small Cap - TRI, 18.96,-2.36,-,-,"1,000.00",2.2,"1,000.00"
2000,Union Overnight Fund-Reg(M-IDCW Payout), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,004.27",4.94,-,-,"5,000.00",0.18,"1,000.00"
2001,Bank of India Overnight Fund-Reg(M-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,003.53",5.11,-,-,"5,000.00",Nil,N/A
2002,ICICI Pru India Equity (FOF)(G), FoFs (Domestic) - Equity Oriented, Open ended, S&P BSE 500 - TRI, 17.79,4.92,-,-,"1,000.00",1.61,"1,000.00"
2003,ICICI Pru India Equity (FOF)(IDCW), FoFs (Domestic) - Equity Oriented, Open ended, S&P BSE 500 - TRI, 14.82,4.97,-,-,"1,000.00",1.61,"1,000.00"
2004,Tata Multi Asset Opp Fund-Reg(G), Hybrid - Multi Asset Allocation, Open ended, N/A, 16.36,5.97,-,-,"5,000.00",2.12,"1,000.00"
2005,Tata Multi Asset Opp Fund-Reg(IDCW), Hybrid - Multi Asset Allocation, Open ended, N/A, 16.36,5.97,-,-,"5,000.00",2.12,"1,000.00"
2006,Union Midcap Fund-Reg(IDCW), Equity - Mid Cap Fund, Open ended, S&P BSE 150 MidCap - TRI, 27.15,0.71,-,-,"1,000.00",2.51,"1,000.00"
2007,Aditya Birla SL ESG Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI, 11.94,-7.77,-,-,"1,000.00",2.32,"1,000.00"
2008,Aditya Birla SL Nifty Smallcap 50 Index Fund-Reg(G), Index Funds - Nifty, Open ended, Nifty Smallcap 50 - TRI, 10.45,-12.30,-,-,"1,000.00",1.01,"1,000.00"
2009,Aditya Birla SL Nifty Midcap 150 Index Fund-Reg(G), Index Funds - Other, Open ended, Nifty Midcap 150 - TRI, 12.90,4.62,-,-,"1,000.00",1.02,"1,000.00"
2010,HSBC Focused Fund-Reg(G), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 16.03,-0.96,-,-,"5,000.00",2.18,"1,000.00"
2011,Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G), Index Funds - Other, Open ended, NIFTY50 Equal Weight - TRI, 11.44,3.93,-,-,"1,000.00",1.02,"1,000.00"
2012,PGIM India Money Market Fund-Reg(W-IDCW), Debt - Money Market Fund, Open ended, CRISIL Money Market Index," 1,000.94",5.68,4.02,-,"5,000.00",0.51,"1,000.00"
2013,PGIM India Money Market Fund-Reg(M-IDCW), Debt - Money Market Fund, Open ended, CRISIL Money Market Index," 1,014.41",5.75,4.79,-,"5,000.00",0.51,"1,000.00"
2014,HSBC Nifty Next 50 Index Fund-Reg(IDCW), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI, 16.65,-6.76,-,-,"5,000.00",0.8,"1,000.00"
2015,HSBC Nifty 50 Index Fund-Reg(G), Index Funds - Nifty, Open ended, NIFTY 50 - TRI, 20.41,4.50,-,-,"5,000.00",0.45,"1,000.00"
2016,HSBC Nifty 50 Index Fund-Reg(IDCW), Index Funds - Nifty, Open ended, NIFTY 50 - TRI, 20.41,4.50,-,-,"5,000.00",0.45,"1,000.00"
2017,Mirae Asset Arbitrage Fund-Reg(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 11.05,4.40,-,-,"5,000.00",1.09,"1,000.00"
2018,Mirae Asset Arbitrage Fund-Reg(IDCW), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 11.05,4.40,-,-,"5,000.00",1.09,"1,000.00"
2019,Bank of India Flexi Cap Fund-Reg(G), Equity - Flexi Cap Fund, Open ended, S&P BSE 500 - TRI, 19.52,-0.15,-,-,"5,000.00",2.62,"1,000.00"
2020,Bank of India Flexi Cap Fund-Reg(IDCW), Equity - Flexi Cap Fund, Open ended, S&P BSE 500 - TRI, 17.73,-0.23,-,-,"5,000.00",2.62,"1,000.00"
2021,HSBC Focused Fund-Reg(IDCW), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 14.23,-0.95,-,-,"5,000.00",2.18,"1,000.00"
2022,Mirae Asset Banking and PSU Debt Fund-Reg(G), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index, 10.89,4.57,2.95,-,"5,000.00",0.83,"1,000.00"
2023,Mirae Asset Banking and PSU Debt Fund-Reg(IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index, 10.89,4.57,2.95,-,"5,000.00",0.83,"1,000.00"
2024,BHARAT Bond FOF - April 2025 -Reg(G), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2023, 11.02,2.28,-,-,"1,000.00",0.06,"1,000.00"
2025,BHARAT Bond FOF - April 2025 -Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2023, 11.02,2.28,-,-,"1,000.00",0.06,"1,000.00"
2026,BHARAT Bond FOF - April 2031 -Reg(G), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2031, 11.04,3.20,-,-,"1,000.00",0.06,"1,000.00"
2027,BHARAT Bond FOF - April 2031 -Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2031, 11.04,3.20,-,-,"1,000.00",0.06,"1,000.00"
2028,Motilal Oswal Multi Asset Fund-Reg(G), Hybrid - Multi Asset Allocation, Open ended, N/A, 10.89,1.41,-,-,"1,000.00",2.04,"1,000.00"
2029,Nippon India Multi Asset Fund-Reg(IDCW), Hybrid - Multi Asset Allocation, Open ended, N/A, 13.79,5.28,-,-,"5,000.00",1.84,"1,000.00"
2030,Mahindra Manulife Arbitrage Yojana-Reg(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 10.79,3.60,-,-,"1,000.00",1.16,"1,000.00"
2031,Mahindra Manulife Arbitrage Yojana-Reg(IDCW), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 10.79,3.60,-,-,"1,000.00",1.16,"1,000.00"
2032,Baroda BNP Paribas Large & Mid Cap Fund-Reg(IDCW), Equity - Large & Mid Cap Fund, Open ended, S&P BSE 250 LargeMidCap Index - TRI, 15.68,2.14,-,-,"5,000.00",2.48,"1,000.00"
2033,Union Medium Duration Fund-Reg(IDCW), Debt - Medium Duration Fund, Open ended, CRISIL Medium Term Debt Index, 10.81,3.90,1.58,-,"1,000.00",0.9,"1,000.00"
2034,Union Medium Duration Fund-Reg(IDCW-Payout), Debt - Medium Duration Fund, Open ended, CRISIL Medium Term Debt Index, 10.81,3.90,1.58,-,"1,000.00",0.9,"1,000.00"
2035,Invesco India Focused 20 Equity Fund-Reg(G), Equity - Focused Fund, Open ended, S&P BSE 500 - TRI, 14.49,-6.80,-,-,"1,000.00",2.1,"1,000.00"
2036,Invesco India Focused 20 Equity Fund-Reg(IDCW), Equity - Focused Fund, Open ended, S&P BSE 500 - TRI, 13.03,-6.82,-,-,"1,000.00",2.1,"1,000.00"
2037,Mirae Asset Equity Allocator FoF-Reg(G), FoFs (Domestic) - Equity Oriented, Open ended, NIFTY 200 - TRI, 16.30,3.90,-,-,"5,000.00",0.17,"1,000.00"
2038,Mirae Asset Equity Allocator FoF-Reg(IDCW), FoFs (Domestic) - Equity Oriented, Open ended, NIFTY 200 - TRI, 16.30,3.90,-,-,"5,000.00",0.17,"1,000.00"
2039,Sundaram Large Cap Fund-Reg(IDCW), Equity - Large Cap Fund, Open ended, NIFTY 100 - TRI, 13.67,3.50,-,-,"1,000.00",1.98,"1,000.00"
2040,ICICI Pru ESG Fund(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI, 12.37,4.93,-,-,"5,000.00",2.18,"1,000.00"
2041,Nippon India Nifty Smallcap 250 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty Smallcap 250 - TRI, 18.01,-3.24,-,-,"1,000.00",1.04,"1,000.00"
2042,Aditya Birla SL Special Opp Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, S&P BSE 500 - TRI, 15.02,-1.06,-,-,"1,000.00",2.54,"1,000.00"
2043,Aditya Birla SL Special Opp Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, S&P BSE 500 - TRI, 13.36,-1.07,-,-,"1,000.00",2.54,"1,000.00"
2044,Mirae Asset Ultra Short Duration Fund-Reg(G), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,100.96",5.85,5.02,-,"5,000.00",0.48,"1,000.00"
2045,Mirae Asset Ultra Short Duration Fund-Reg(IDCW), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index," 1,100.56",5.83,5.01,-,"5,000.00",0.48,"1,000.00"
2046,ITI Banking & PSU Debt Fund-Reg(IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index, 11.01,5.15,4.45,-,"5,000.00",0.7,"1,000.00"
2047,SBI Floating Rate Debt Fund-Reg(G), Debt - Floater Fund, Open ended, Nifty Short Duration Debt Index, 11.05,5.18,4.44,-,"5,000.00",0.46,"1,000.00"
2048,SBI Floating Rate Debt Fund-Reg(M-IDCW), Debt - Floater Fund, Open ended, Nifty Short Duration Debt Index, 11.05,5.18,4.44,-,"5,000.00",0.46,"1,000.00"
2049,SBI Floating Rate Debt Fund-Reg(Q-IDCW), Debt - Floater Fund, Open ended, Nifty Short Duration Debt Index, 11.05,5.18,4.44,-,"5,000.00",0.46,"1,000.00"
2050,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund-Reg(G), Index Funds - Other, Open ended, MSCI India Domestic & World Healthcare 45 Index, 11.93,-1.79,-,-,"1,000.00",Nil,N/A
2051,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, MSCI India Domestic & World Healthcare 45 Index, 11.93,-1.79,-,-,"1,000.00",Nil,N/A
2052,Quant ESG Equity Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI, 21.32,11.08,-,-,"5,000.00",2.69,"1,000.00"
2053,Quant ESG Equity Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI, 21.22,10.65,-,-,"5,000.00",2.69,"1,000.00"
2054,Mirae Asset Nifty 100 ESG Sector Leaders FoF-Reg(G), FoFs (Domestic) - Equity Oriented, Open ended, Nifty100 ESG Sector Leaders - TRI, 12.94,0.18,-,-,"5,000.00",0.51,"1,000.00"
2055,Mirae Asset Nifty 100 ESG Sector Leaders FoF-Reg(IDCW), FoFs (Domestic) - Equity Oriented, Open ended, Nifty100 ESG Sector Leaders - TRI, 12.92,0.18,-,-,"5,000.00",0.51,"1,000.00"
2056,Mahindra Manulife Focused Equity Yojana-Reg(G), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 16.09,6.25,-,-,"1,000.00",2.49,"1,000.00"
2057,Mahindra Manulife Focused Equity Yojana-Reg(IDCW), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 14.03,6.31,-,-,"1,000.00",2.49,"1,000.00"
2058,Mirae Asset Banking and Financial Services Fund-Reg(G), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI, 13.27,6.89,-,-,"5,000.00",2.2,"1,000.00"
2059,Mirae Asset Banking and Financial Services Fund-Reg(IDCW), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI, 13.29,6.90,-,-,"5,000.00",2.2,"1,000.00"
2060,Union Hybrid Equity Fund-Reg(IDCW), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 12.56,1.13,-,-,"1,000.00",2.53,"1,000.00"
2061,Kotak ESG Opportunities Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI, 11.87,-1.51,-,-,"5,000.00",2.14,"1,000.00"
2062,DSP Value Fund-Reg(IDCW), Equity - Value Fund, Open ended, NIFTY500 Value 50 - TRI, 12.13,4.10,-,-,"1,000.00",1.69,"1,000.00"
2063,Aditya Birla SL ESG Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI, 11.94,-7.69,-,-,"1,000.00",2.32,"1,000.00"
2064,ICICI Pru Quant Fund(IDCW), Equity - Thematic Fund - Other, Open ended, S&P BSE 200 - TRI, 12.12,3.43,-,-,"1,000.00",1.23,"1,000.00"
2065,HDFC Dividend Yield Fund-Reg(G), Equity - Dividend Yield Fund, Open ended, NIFTY 500 - TRI, 15.54,9.51,-,-,"1,000.00",2.13,"1,000.00"
2066,HDFC Dividend Yield Fund-Reg(IDCW), Equity - Dividend Yield Fund, Open ended, NIFTY 500 - TRI, 14.42,9.51,-,-,"1,000.00",2.13,"1,000.00"
2067,Invesco India - Invesco Global Consumer Trends FoF-Reg(G), FoFs (Overseas), Open ended, MSCI World Consumer Discretionary Index - Net Dividend, 6.93,-19.28,-,-,"1,000.00",1.56,"1,000.00"
2068,Invesco India - Invesco Global Consumer Trends FoF-Reg(IDCW), FoFs (Overseas), Open ended, MSCI World Consumer Discretionary Index - Net Dividend, 6.93,-19.28,-,-,"1,000.00",1.56,"1,000.00"
2069,UTI Small Cap Fund-Reg(IDCW), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI, 15.44,2.38,-,-,"5,000.00",2.27,"1,000.00"
2070,ITI Large Cap Fund-Reg(IDCW), Equity - Large Cap Fund, Open ended, NIFTY 100 - TRI, 12.07,-1.09,-,-,"5,000.00",2.53,"1,000.00"
2071,Baroda BNP Paribas Banking and PSU Bond Fund-Reg(M-IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index, 10.09,4.43,1.90,-,"5,000.00",0.79,"1,000.00"
2072,Baroda BNP Paribas Banking and PSU Bond Fund-Reg(Q-IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index, 10.15,4.42,1.89,-,"5,000.00",0.79,"1,000.00"
2073,Union Hybrid Equity Fund-Reg(IDCW-Payout), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 12.56,1.13,-,-,"1,000.00",2.53,"1,000.00"
2074,Axis Special Situations Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI, 11.77,-6.30,-,-,"1,000.00",2.11,"1,000.00"
2075,ICICI Pru Business Cycle Fund(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI, 13.98,6.98,-,-,"5,000.00",1.91,"1,000.00"
2076,TRUSTMF Banking & PSU Debt Fund-Reg(G), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index," 1,068.66",4.47,2.10,-,"1,000.00",0.71,"1,000.00"
2077,TRUSTMF Banking & PSU Debt Fund-Reg(DD-IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index," 1,070.65",7.01,4.66,-,"1,000.00",0.71,"1,000.00"
2078,TRUSTMF Banking & PSU Debt Fund-Reg(W-IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index," 1,010.82",4.25,2.07,-,"1,000.00",0.71,"1,000.00"
2079,TRUSTMF Banking & PSU Debt Fund-Reg(M-IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index," 1,014.55",4.50,2.15,-,"1,000.00",0.71,"1,000.00"
2080,TRUSTMF Banking & PSU Debt Fund-Reg(Q-IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index," 1,023.50",4.53,2.17,-,"1,000.00",0.71,"1,000.00"
2081,TRUSTMF Banking & PSU Debt Fund-Reg(A-IDCW), Debt - Banking and PSU Fund, Open ended, CRISIL Banking and PSU Debt Index," 1,031.96",4.47,2.10,-,"1,000.00",0.71,"1,000.00"
